aaa	Ghotuo
xau	Kauwera
xav	Xavánte
xaw	Kawaiisu
xay	Kayan Mahakam
xbb	Lower Burdekin
xbd	Bindal
xbe	Bigambal
xbg	Bunganditj
xbi	Kombio
xbj	Birrpayi
xbn	Kenaboi
xbp	Bibbulman
xbr	Kambera
xbw	Kambiwá
xby	Batjala
xch	Chemakum
xcm	Comecrudo
xcn	Cotoname
xcv	Chuvantsy
xcw	Coahuilteco
xcy	Cayuse
xda	Darkinyung
xdk	Dharuk
xdo	Kwandu
xdq	Kaitag
xdy	Malayic Dayak
xed	Hide
xeg	ǁXegwi
xel	Kelo
xem	Mateq
xer	Xerénte
xes	Koromu
xet	Xetá
xeu	Keoru-Ahia
xgb	Gbin
xgd	Gudang
xgf	Gabrielino-Fernandeño
xgg	Goreng
xgi	Garingbal
xgm	Dharumbal
xgr	Garza
xgu	Unggumi
xgw	Guwa
xhe	Khetrani
xho	Xhosa
xhv	Khua
xii	Xiri
xin	Xinca
xir	Xiriâna
xis	Kisan
xiy	Xipaya
xjb	Minjungbal
xjt	Jaitmatang
xka	Kalkoti
xkb	Northern Nago
xkc	Kho’ini
xkd	Mendalam Kayan
xke	Kereho
xkf	Khengkha
xkg	Kagoro
xki	Kenyan Sign Language
xkj	Kajali
xkk	Kachok
xkl	Mainstream Kenyah
xkn	Kayan River Kayan
xko	Kiorr
xkp	Kabatei
xkq	Koroni
xkr	Xakriabá
xks	Kumbewaha
xkt	Kantosi
xku	Kaamba
xkv	Kgalagadi
xkw	Kembra
xkx	Karore
xky	Uma’ Lasan
xkz	Kurtokha
xla	Kamula
xlb	Loup B
xlo	Loup A
xma	Mushungulu
xmb	Mbonga
xmc	Makhuwa-Marrevone
xmd	Mbudum
xmf	Mingrelian
xmg	Mengaka
xmh	Kugu-Muminh
xmj	Majera
xml	Malaysian Sign Language
xmm	Manado Malay
xmo	Morerebi
xmp	Kuku-Mu’inh
xmq	Kuku-Mangk
xms	Moroccan Sign Language
xmt	Matbat
xmu	Kamu
xmv	Antankarana Malagasy
xmw	Tsimihety Malagasy
xmx	Salawati
xmy	Mayaguduna
xmz	Mori Bawah
xnb	Kanakanabu
xnh	Kuanhua
xni	Ngarigu
xnj	Chingoni
xnk	Nganakarti
xnm	Ngumbarl
xnn	Northern Kankanay
xnq	Xingoni
xnr	Kangri
xns	Kanashi
xnt	Narragansett
xnu	Nunukul
xny	Nyiyaparli
xnz	Mattokki
xoc	O’chi’chi’
xod	Kokoda
xog	Soga
xoi	Kominimung
xok	Xokleng
xom	Komo
xon	Konkomba
xoo	Xukurú
xop	Kopar
xor	Korubo
xow	Kowaki
xpa	Pirriya
xpb	Northeastern Tasmanian
xpd	Oyster Bay Tasmanian
xpe	Liberia Kpelle
xpf	Southeast Tasmanian
xph	North Midlands Tasmanian
xpj	Mpalitjanh
xpk	Kulina Pano
xpl	Port Sorell Tasmanian
xpm	Pumpokol
xpn	Kapinawá
xpo	Pochutec
xpq	Mohegan-Pequot
xpt	Punthamara
xpv	Northern Tasmanian
xpw	Northwestern Tasmanian
xpx	Southwestern Tasmanian
xpz	Bruny Island Tasmanian
xra	Krahô
xrb	Eastern Karaboro
xrd	Gundungurra
xre	Kreye
xrg	Minang
xri	Krikati-Timbira
xrn	Arin
xrt	Aranama-Tamique
xru	Marriammu
xrw	Karawa
xsb	Sambal
xse	Sempan
xsh	Shamang
xsi	Sio
xsj	Subi
xsl	South Slavey
xsm	Kasem
xsn	Sanga
xso	Solano
xsp	Silopi
xsq	Makhuwa-Saka
xsr	Sherpa
xsu	Sanumá
xsv	Sudovian
xsy	Saisiyat
xta	Alcozauca Mixtec
xtb	Chazumba Mixtec
xtc	Katcha-Kadugli-Miri
xtd	Diuxi-Tilantongo Mixtec
xte	Ketengban
xth	Yitha Yitha
xti	Sinicahua Mixtec
xtj	San Juan Teita Mixtec
xtl	Tijaltepec Mixtec
xtm	Magdalena Peñasco Mixtec
xtn	Northern Tlaxiaco Mixtec
xtp	San Miguel Piedras Mixtec
xts	Sindihui Mixtec
xtt	Tacahua Mixtec
xtu	Cuyamecalco Mixtec
xtv	Thawa
xtw	Tawandê
xty	Yoloxóchitl Mixtec
xua	Alu Kurumba
xub	Betta Kurumba
xud	Umiida
xug	Kunigami
xuj	Jennu Kurumba
xul	Ngunawal
xun	Unggaranggu
xuo	Kuo
xup	Upper Umpqua
xut	Kuthant
xuu	Khwedam
xvi	Komviri
xwa	Kwaza
xwc	Woccon
xwd	Wadi Wadi
xwe	Xwela Gbe
xwg	Kwegu
xwj	Wajuk
xwk	Wangkumara
xwl	Western Xwla Gbe
xwr	Kwerba Mamberamo
xwt	Wotjobaluk
xww	Wemba Wemba
xxb	Boro
xxk	Ke’o
xxm	Minkin
xxr	Koropó
xxt	Tambora
xya	Yaygir
xyb	Yandjibara
xyj	Mayi-Yapi
xyk	Mayi-Kulan
xyl	Yalakalore
xyt	Mayi-Thakurti
xyy	Yorta Yorta
xzm	Zemgalian
yaa	Yaminahua
yab	Yuhup
yac	Pass Valley Yali
yad	Yagua
yae	Pumé
yaf	Yaka
yag	Yámana
yah	Yazghulami
yai	Yagnobi
yaj	Banda-Yangere
yak	Yakama
yal	Jalunga
yam	Yamba
yan	Mayangna
yao	Yao
yap	Yapese
yaq	Yaqui
yar	Yabarana
yas	Nugunu
yat	Yambeta
yau	Hodï
yav	Yangben
yaw	Yawalapití
yax	Yauma
yay	Agwagwune
yaz	Lokaa
yba	Yala
ybb	Yemba
ybe	West Yugur
ybh	Yakkha
ybi	Yamphu
ybj	Hasha
ybk	Bokha
ybl	Yukuben
ybm	Yaben
ybn	Yabaâna
ybo	Yabong
ybx	Yawiyo
yby	Yaweyuha
ych	Chesu
ycl	Lolopo
ycn	Yucuna
ycp	Chepya
ycr	Yilan Creole
yda	Yanda
ydd	Eastern Yiddish
yde	Yangum Dey
ydg	Yadgha
ydk	Yoidik
yea	Ravula
yec	Yeniche
yee	Yimas
yei	Yeni
yej	Yevanic
yer	Tarok
yet	Yetfa
yeu	Yerukula
yev	Yeri
yey	Yeyi
yga	Malyangapa
ygi	Yiningayi
ygl	Yangum Gel
ygm	Tandɨ
ygp	Gepo
ygr	Yagaria
ygs	Yolngu Sign Language
ygu	Yugul
ygw	Yagwoia
yha	Baha Buyang
yhd	Judeo-Iraqi Arabic
yhl	Hlepho Phowa
yhs	Yan-nhangu Sign Language
yia	Yinggarda
yif	Ache
yig	Wusa Nasu
yih	Western Yiddish
yii	Yidiny
yij	Yindjibarndi
yik	Dongshanba Lalo
yil	Yindjilandji
yim	Yimchungru Naga
yin	Riang Lai
yip	Pholo
yiq	Miqie
yir	North Awyu
yis	Yis
yit	Eastern Lalu
yiu	Awu
yiv	Northern Nisu
yix	Axi
yiz	Azhe
yka	Yakan
ykg	Northern Yukaghir
ykh	Khamnigan Mongol
yki	Yoke
ykk	Yakaikeke
ykl	Khlula
ykm	Kap
ykn	Kua-nsi
yko	Iyasa
ykr	Yekora
ykt	Kathu
yku	Kuamasi
yky	Yakoma
yla	Ulwa
ylb	Yaleba
yle	Yélî Dnye
ylg	Yalaku
yli	Angguruk Yali
yll	Yil
ylm	Limi
yln	Langnian Buyang
ylo	Naluo
ylr	Yalarnnga
ylu	Aribwaung
yly	Nyelâyu
ymb	Yambes
ymc	Southern Muji
ymd	Muda
yme	Yameo
ymg	Yamongeri
ymh	Mili
ymi	Moji
ymk	Maraba
yml	Iamalele
ymm	Maay
ymn	Sunum
ymo	Yangum Mon
ymp	Yamap
ymq	Qila Muji
ymr	Malasar
ymx	Northern Muji
ymz	Muzi
yna	Aluo
ynd	Yandruwandha
yne	Lang’e
yng	Yango
ynk	Naukan Yupik
ynl	Dubuporo
ynn	Yana
yno	Yong
ynq	Yendang
yns	Iyansi
ynu	Yahuna
yob	Yoba
yog	Yogad
yoi	Yonaguni
yok	Yokuts
yol	Yola
yom	Yombe
yon	Yongkom
yor	Yoruba
yot	Yotti
yox	Yoron
yoy	Yoy
ypa	Phala
ypb	Labo Phowa
ypg	Phola
yph	Phupha
ypm	Phuma
ypn	Ani Phowa
ypo	Alo Phola
ypp	Phupa
ypz	Phuza
yra	Yerakai
yrb	Yareba
yre	Yaouré
yrk	Nenets
yrl	Nengatu
yrm	Yirrk-Mel
yrn	Yerong
yro	Yaroamë
yrs	Yarsun
yrw	Yarawata
yry	Yarluyandi
ysc	Yassic
ysd	Samatao
ysg	Sonaga
ysl	Slovenian Sign Language
ysm	Myanmar Sign Language
ysn	Sani
yso	Nisi
ysp	Southern Lolopo
ysr	Sirenik Yupik
yss	Yessan-Mayo
ysy	Sanie
yta	Talu
ytl	Tanglang
ytp	Thopho
ytw	Yout Wam
yty	Yatay
yua	Yucatec Maya
yub	Yugambal
yuc	Yuchi
yud	Judeo-Tripolitanian Arabic
yue	Yue Chinese
yuf	Havasupai-Walapai-Yavapai
yug	Yug
yui	Wajiara
yuj	Karkar-Yuri
yuk	Yuki
yul	Yulu
yum	Quechan
yun	Bena
yup	Yukpa
yuq	Yuqui
yur	Yurok
yut	Yopno
yuw	Yau
yux	Southern Yukaghir
yuy	East Yugur
yuz	Yuracare
yva	Yawa
yvt	Yavitero
ywa	Kalou
ywg	Yinhawangka
ywl	Western Lalu
ywn	Yawanawa
ywq	Wuding-Luquan Yi
ywr	Yawuru
ywt	Central Lalo
ywu	Wumeng Nasu
yww	Yawarawarga
yxa	Mayawali
yxg	Yagara
yxl	Yardliyawarra
yxm	Yinwum
yxu	Yuyu
yxy	Yabula Yabula
yyr	Yir-Yoront
yyu	Yau
yyz	Ayizi
yzg	E’ma Buyang
yzk	Zokhuo
zaa	Sierra de Juárez Zapotec
zab	Western Tlacolula Valley Zapotec
zac	Ocotlán Zapotec
zad	Cajonos Zapotec
zae	Yareni Zapotec
zaf	Ayoquesco Zapotec
zag	Zaghawa
zah	Zamwal
zai	Isthmus Zapotec
zaj	Zaramo
zak	Zanaki
zal	Zauzou
zam	Miahuatlán Zapotec
zao	Ozolotepec Zapotec
zaq	Aloápam Zapotec
zar	Rincón Zapotec
zas	Santo Domingo Albarradas Zapotec
zat	Tabaa Zapotec
zau	Zangskari
zav	Yatzachi Zapotec
zaw	Mitla Zapotec
zax	Xadani Zapotec
zay	Zayse
zaz	Zari
zbc	Central Berawan
zbe	East Berawan
zbt	Batui
zbu	Bu
zbw	West Berawan
zca	Coatecas Altas Zapotec
zcd	Las Delicias Zapotec
zch	Central Hongshuihe Zhuang
zdj	Ngazidja Comorian
zea	Zeeuws
zeg	Zenag
zeh	Eastern Hongshuihe Zhuang
zem	Zeem
zen	Zenaga
zga	Kinga
zgb	Guibei Zhuang
zgh	Standard Moroccan Tamazight
zgm	Minz Zhuang
zgn	Guibian Zhuang
zgr	Magori
zhb	Zhaba
zhd	Dai Zhuang
zhi	Zhire
zhn	Nong Zhuang
zhw	Zhoa
zia	Zia
zib	Zimbabwe Sign Language
zik	Zimakani
zil	Zialo
zim	Mesme
zin	Zinza
ziw	Zigula
ziz	Zizilivakan
zka	Kaimbulawa
zkd	Kadu
zkk	Karankawa
zkn	Kanan
zko	Kott
zkp	São Paulo Kaingáng
zkr	Zakhring
zku	Kaurna
zkv	Krevinian
zla	Zula
zlj	Liujiang Zhuang
zlm	Malay
zln	Lianshan Zhuang
zlq	Liuqian Zhuang
zlu	Zul
zma	Manda
zmb	Zimba
zmc	Margany
zmd	Maridan
zme	Mangerr
zmf	Mfinu
zmg	Marti Ke
zmh	Makolkol
zmi	Negeri Sembilan Malay
zmj	Maridjabin
zmk	Mandandanyi
zml	Matngala
zmm	Marimanindji
zmn	Mbangwe
zmo	Molo
zmp	Mbuun
zmq	Mituku
zmr	Maranunggu
zms	Mbesa
zmt	Maringarr
zmu	Muruwari
zmv	Mbariman-Gudhinma
zmw	Mbo
zmx	Bomitaba
zmy	Mariyedi
zmz	Mbandja
zna	Zan Gula
zne	Zande
zng	Mang
znk	Manangkari
zns	Mansi
zoc	Copainalá Zoque
zoh	Chimalapa Zoque
zom	Zo
zoo	Asunción Mixtepec Zapotec
zoq	Tabasco Zoque
zor	Rayón Zoque
zos	Francisco León Zoque
zpa	Lachiguiri Zapotec
zpb	Yautepec Zapotec
zpc	Choapan Zapotec
zpd	Southeastern Ixtlán Zapotec
zpe	Petapa Zapotec
zpf	San Pedro Quiatoni Zapotec
zpg	Guevea de Humboldt Zapotec
zph	Totomachapan Zapotec
zpi	Santa María Quiegolani Zapotec
zpj	Quiavicuzas Zapotec
zpk	Tlacolulita Zapotec
zpl	Lachixío Zapotec
zpm	Mixtepec Zapotec
zpn	Santa Inés Yatzechi Zapotec
zpo	Amatlán Zapotec
zpp	El Alto Zapotec
zpq	Zoogocho Zapotec
zpr	Santiago Xanica Zapotec
zps	Coatlán Zapotec
zpt	San Vicente Coatlán Zapotec
zpu	Yalálag Zapotec
zpv	Chichicapan Zapotec
zpw	Zaniza Zapotec
zpx	San Baltazar Loxicha Zapotec
zpy	Mazaltepec Zapotec
zpz	Texmelucan Zapotec
zqe	Qiubei Zhuang
zrg	Mirgan
zrn	Zerenkel
zro	Záparo
zrs	Mairasi
zsa	Sarasira
zsl	Zambian Sign Language
zsm	Standard Malay
zsr	Southern Rincon Zapotec
zsu	Sukurum
zte	Elotepec Zapotec
ztg	Xanaguía Zapotec
ztl	Lapaguía-Guivini Zapotec
ztm	San Agustín Mixtepec Zapotec
ztn	Santa Catarina Albarradas Zapotec
ztp	Loxicha Zapotec
ztq	Quioquitani-Quierí Zapotec
zts	Tilquiapan Zapotec
ztt	Tejalapan Zapotec
ztu	Güilá Zapotec
ztx	Zaachila Zapotec
zty	Yatee Zapotec
zuh	Tokano
zul	Zulu
zum	Kumzari
zun	Zuni
zuy	Zumaya
zwa	Zay
zyb	Yongbei Zhuang
zyg	Yang Zhuang
zyj	Youjiang Zhuang
zyn	Yongnan Zhuang
zyp	Zyphe Chin
zzj	Zuojiang Zhuang
